SN,Total Feedback Given,Total Configured,Questions,Weightage 1,Weightage 2,Weightage 3,Weightage 4,Weightage 5,Average/ Percentage,Course Name,Basic Course,Numeric_Rating,Feedback_Text,Sentiment_Score,Sentiment_Type
15,26,122,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,1,4,7,14,4.31 / 86.15,FYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.31,"Excellent work on The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.. Very satisfied.",0.825,Positive
16,26,122,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",1,3,6,3,13,3.92 / 78.46,FYBMS ,BACHELOR OF MANAGEMENT STUDIES,3.92,"The college is okay with The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences., but needs improvement.",0.25,Positive
17,26,122,Teachers encourage you to participate in extracurricular activities.,0,2,5,5,14,4.19 / 83.85,FYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.19,Excellent work on Teachers encourage you to participate in extracurricular activities.. Very satisfied.,0.825,Positive
18,26,122,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",3,0,2,7,14,4.12 / 82.31,FYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.12,"Excellent work on Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.. Very satisfied.",0.48750000000000004,Positive
19,26,122,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",3,1,5,10,7,3.65 / 73.08,FYBMS ,BACHELOR OF MANAGEMENT STUDIES,3.65,"The college is okay with What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?, but needs improvement.",0.25,Positive
20,26,122,The overall quality of the teaching-learning process in your institute is very good.,0,2,2,9,13,4.27 / 85.38,FYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.27,Excellent work on The overall quality of the teaching-learning process in your institute is very good.. Very satisfied.,0.64,Positive
1,12,175,How much of the syllabus was covered in the class?,0,1,3,4,4,3.92 / 78.33,FYBSC,BACHELOR OF SCIENCE,3.92,"The college is okay with How much of the syllabus was covered in the class?, but needs improvement.",0.35,Positive
2,12,175,How well did the teachers prepare for the classes?,0,0,0,9,3,4.25 / 85.00,FYBSC,BACHELOR OF SCIENCE,4.25,Excellent work on How well did the teachers prepare for the classes?. Very satisfied.,0.825,Positive
3,12,175,How well were the teachers able to communicate?,0,0,0,4,8,4.67 / 93.33,FYBSC,BACHELOR OF SCIENCE,4.67,Excellent work on How well were the teachers able to communicate?. Very satisfied.,0.7166666666666667,Positive
4,12,175,The teachers approach to teaching can best be described as,0,1,4,6,1,3.58 / 71.67,FYBSC,BACHELOR OF SCIENCE,3.58,"The college is okay with The teachers approach to teaching can best be described as, but needs improvement.",0.75,Positive
5,12,175,Fairness of the internal evaluation process by the teachers.,0,2,1,1,8,4.25 / 85.00,FYBSC,BACHELOR OF SCIENCE,4.25,Excellent work on Fairness of the internal evaluation process by the teachers.. Very satisfied.,0.5499999999999999,Positive
6,12,175,Was your performance in assignments discussed with you?,0,2,3,4,3,3.67 / 73.33,FYBSC,BACHELOR OF SCIENCE,3.67,"The college is okay with Was your performance in assignments discussed with you?, but needs improvement.",0.5,Positive
7,12,175,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",0,1,5,1,5,3.83 / 76.67,FYBSC,BACHELOR OF SCIENCE,3.83,"The college is okay with The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students., but needs improvement.",0.18333333333333335,Positive
8,12,175,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",1,1,2,6,2,3.58 / 71.67,FYBSC,BACHELOR OF SCIENCE,3.58,"The college is okay with The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth., but needs improvement.",0.17777777777777778,Positive
9,12,175,The institution provides multiple opportunities to learn and grow.,0,1,3,5,3,3.83 / 76.67,FYBSC,BACHELOR OF SCIENCE,3.83,"The college is okay with The institution provides multiple opportunities to learn and grow., but needs improvement.",0.25,Positive
10,12,175,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,1,1,4,6,4.25 / 85.00,FYBSC,BACHELOR OF SCIENCE,4.25,"Excellent work on Teachers inform you about your expected competencies, course outcomes and program
outcomes.. Very satisfied.",0.5166666666666667,Positive
11,12,175,Your mentor does a necessary follow-up with an assigned task to you.,0,5,1,3,3,3.33 / 66.67,FYBSC,BACHELOR OF SCIENCE,3.33,"The college is okay with Your mentor does a necessary follow-up with an assigned task to you., but needs improvement.",0.25,Positive
12,12,175,The teachers illustrate the concepts through examples and applications.,0,3,1,3,5,3.83 / 76.67,FYBSC,BACHELOR OF SCIENCE,3.83,"The college is okay with The teachers illustrate the concepts through examples and applications., but needs improvement.",0.5,Positive
13,12,175,The teachers identify your strengths and encourage you to provide the proper level of challenges.,1,2,2,4,3,3.50 / 70.00,FYBSC,BACHELOR OF SCIENCE,3.5,"The college is okay with The teachers identify your strengths and encourage you to provide the proper level of challenges., but needs improvement.",0.25,Positive
14,12,175,Teachers are able to identify your weaknesses and help you to overcome them.,0,2,2,6,2,3.67 / 73.33,FYBSC,BACHELOR OF SCIENCE,3.67,"The college is okay with Teachers are able to identify your weaknesses and help you to overcome them., but needs improvement.",0.5,Positive
15,12,175,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",1,1,1,7,2,3.67 / 73.33,FYBSC,BACHELOR OF SCIENCE,3.67,"The college is okay with The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process., but needs improvement.",0.5,Positive
16,12,175,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,0,3,7,2,3.92 / 78.33,FYBSC,BACHELOR OF SCIENCE,3.92,"The college is okay with The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences., but needs improvement.",0.25,Positive
17,12,175,Teachers encourage you to participate in extracurricular activities.,0,0,2,6,4,4.17 / 83.33,FYBSC,BACHELOR OF SCIENCE,4.17,Excellent work on Teachers encourage you to participate in extracurricular activities.. Very satisfied.,0.825,Positive
18,12,175,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,1,2,4,5,4.08 / 81.67,FYBSC,BACHELOR OF SCIENCE,4.08,"Excellent work on Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.. Very satisfied.",0.48750000000000004,Positive
19,12,175,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",6,1,1,3,1,2.33 / 46.67,FYBSC,BACHELOR OF SCIENCE,2.33,"Unsatisfied with What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?. Action needed immediately.",0.05,Neutral
20,12,175,The overall quality of the teaching-learning process in your institute is very good.,0,1,3,4,4,3.92 / 78.33,FYBSC,BACHELOR OF SCIENCE,3.92,"The college is okay with The overall quality of the teaching-learning process in your institute is very good., but needs improvement.",0.47,Positive
1,5,15,How much of the syllabus was covered in the class?,0,0,2,3,0,3.60 / 72.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,3.6,"The college is okay with How much of the syllabus was covered in the class?, but needs improvement.",0.35,Positive
2,5,15,How well did the teachers prepare for the classes?,0,0,0,5,0,4.00 / 80.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,4.0,Excellent work on How well did the teachers prepare for the classes?. Very satisfied.,0.825,Positive
3,5,15,How well were the teachers able to communicate?,0,0,1,4,0,3.80 / 76.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,3.8,"The college is okay with How well were the teachers able to communicate?, but needs improvement.",0.5,Positive
4,5,15,The teachers approach to teaching can best be described as,0,0,2,3,0,3.60 / 72.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,3.6,"The college is okay with The teachers approach to teaching can best be described as, but needs improvement.",0.75,Positive
5,5,15,Fairness of the internal evaluation process by the teachers.,0,0,0,3,2,4.40 / 88.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,4.4,Excellent work on Fairness of the internal evaluation process by the teachers.. Very satisfied.,0.5499999999999999,Positive
6,5,15,Was your performance in assignments discussed with you?,0,0,2,0,3,4.20 / 84.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,4.2,Excellent work on Was your performance in assignments discussed with you?. Very satisfied.,0.825,Positive
7,5,15,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",0,0,3,1,1,3.60 / 72.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,3.6,"The college is okay with The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students., but needs improvement.",0.18333333333333335,Positive
8,5,15,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,0,3,1,1,3.60 / 72.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,3.6,"The college is okay with The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth., but needs improvement.",0.17777777777777778,Positive
9,5,15,The institution provides multiple opportunities to learn and grow.,0,0,4,1,0,3.20 / 64.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,3.2,"The college is okay with The institution provides multiple opportunities to learn and grow., but needs improvement.",0.25,Positive
10,5,15,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,0,0,3,2,4.40 / 88.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,4.4,"Excellent work on Teachers inform you about your expected competencies, course outcomes and program
outcomes.. Very satisfied.",0.5166666666666667,Positive
11,5,15,Your mentor does a necessary follow-up with an assigned task to you.,0,0,2,1,2,4.00 / 80.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,4.0,Excellent work on Your mentor does a necessary follow-up with an assigned task to you.. Very satisfied.,0.5499999999999999,Positive
12,5,15,The teachers illustrate the concepts through examples and applications.,0,0,1,2,2,4.20 / 84.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,4.2,Excellent work on The teachers illustrate the concepts through examples and applications.. Very satisfied.,0.825,Positive
13,5,15,The teachers identify your strengths and encourage you to provide the proper level of challenges.,0,1,0,4,0,3.60 / 72.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,3.6,"The college is okay with The teachers identify your strengths and encourage you to provide the proper level of challenges., but needs improvement.",0.25,Positive
14,5,15,Teachers are able to identify your weaknesses and help you to overcome them.,0,1,1,3,0,3.40 / 68.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,3.4,"The college is okay with Teachers are able to identify your weaknesses and help you to overcome them., but needs improvement.",0.5,Positive
15,5,15,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,0,3,2,0,3.40 / 68.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,3.4,"The college is okay with The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process., but needs improvement.",0.5,Positive
16,5,15,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,0,1,4,0,3.80 / 76.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,3.8,"The college is okay with The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences., but needs improvement.",0.25,Positive
17,5,15,Teachers encourage you to participate in extracurricular activities.,0,0,0,5,0,4.00 / 80.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,4.0,Excellent work on Teachers encourage you to participate in extracurricular activities.. Very satisfied.,0.825,Positive
18,5,15,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,0,3,2,0,3.40 / 68.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,3.4,"The college is okay with Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work., but needs improvement.",0.26666666666666666,Positive
19,5,15,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",0,1,3,1,0,3.00 / 60.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,3.0,"The college is okay with What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?, but needs improvement.",0.25,Positive
20,5,15,The overall quality of the teaching-learning process in your institute is very good.,0,0,3,2,0,3.40 / 68.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,3.4,"The college is okay with The overall quality of the teaching-learning process in your institute is very good., but needs improvement.",0.47,Positive
